=== kbplacer.kle_serial ===
=== layout2image.py ===
=== kbplacer ===
13:32:48: [INFO] User layout: https://editor.keyboard-tools.xyz/#share=NrDeCIE9wLgAgIwF8A0dwAYUfGzKFc4IAPWODAOgFZV0sAmI-AZmawBZ2VruA2bgHZuADm4BObghx4sCQrIJNFCNiq5oIAd3IM6+BL03gy8KrRUCVwgLooAUMHAJszFwuIny5vDvgIafRdldBc1UJQNCKMIqwjhPBcxRJRJFOk3Ag9nJUzVPKjtcgCLCMMiUm9A9LichFsHJwZXPGaPSrMaX2LKQVLwZpCBlHDhqOGY4drmhPRm5LnU5jaZRfll3NaCcKL4BkoGfrauO0dwFhb0C-avTupuvYP+i6GL8YvJi9qL2fOUBb+aSuBFWf3WeGur22FXAfjg+z6+muhVuFGqwIQAlOTg4l3AuJupjR93QcICh30uJCu0QT0pIxhZLpeFxKLhfGZ6FxCxp5P6BOpsJ6FJZ0OMTJFXIIKKJVERovKCtqBNsNiAA
13:32:55: [INFO] Adding track segment (B.Cu): [(219392500, 100650000), (238442500, 100650000)]
13:32:55: [INFO] Routing pad 'D46:1' at (238442500, 100650000) with pad 'D47:1' at (257492500, 100650000) using coordinate system rotated by 0 degree(s)
13:32:55: [INFO] Adding track segment (B.Cu): [(238442500, 100650000), (257492500, 100650000)]
13:32:55: [INFO] Routing pad 'D47:1' at (257492500, 100650000) with pad 'D48:1' at (276542500, 100650000) using coordinate system rotated by 0 degree(s)
13:32:55: [INFO] Adding track segment (B.Cu): [(257492500, 100650000), (276542500, 100650000)]
13:32:55: [INFO] Routing pad 'D48:1' at (276542500, 100650000) with pad 'D49:1' at (295592500, 100650000) using coordinate system rotated by 0 degree(s)
13:32:55: [INFO] Adding track segment (B.Cu): [(276542500, 100650000), (295592500, 100650000)]
13:32:55: [INFO] Routing pad 'D49:1' at (295592500, 100650000) with pad 'D50:1' at (314642500, 100650000) using coordinate system rotated by 0 degree(s)
13:32:55: [INFO] Adding track segment (B.Cu): [(295592500, 100650000), (314642500, 100650000)]
13:32:55: [INFO] Routing pad 'D50:1' at (314642500, 100650000) with pad 'D51:1' at (345598750, 100650000) using coordinate system rotated by 0 degree(s)
13:32:55: [INFO] Adding track segment (B.Cu): [(314642500, 100650000), (345598750, 100650000)]
13:32:55: [INFO] Routing COL13 pads
13:32:55: [INFO] Routing pad 'SW50:1' at (305752500, 92710000) with pad 'SW64:1' at (296227500, 111760000) using coordinate system rotated by 0 degree(s)
13:32:55: [INFO] Adding track segment (F.Cu): [(305752500, 92710000), (305752500, 102235000)]
13:32:55: [INFO] Adding track segment (F.Cu): [(305752500, 102235000), (296227500, 111760000)]
13:32:55: [INFO] Routing pad 'SW64:1' at (296227500, 111760000) with pad 'SW74:1' at (298608750, 130810000) using coordinate system rotated by 0 degree(s)
13:32:55: [INFO] Adding track segment (F.Cu): [(296227500, 111760000), (296227500, 128428750)]
13:32:55: [INFO] Adding track segment (F.Cu): [(296227500, 128428750), (298608750, 130810000)]
13:32:55: [INFO] Routing pad 'SW14:1' at (291465000, 54610000) with pad 'SW32:1' at (300990000, 73660000) using coordinate system rotated by 0 degree(s)
13:32:55: [INFO] Adding track segment (F.Cu): [(291465000, 54610000), (291465000, 64135000)]
13:32:55: [INFO] Adding track segment (F.Cu): [(291465000, 64135000), (300990000, 73660000)]
13:32:55: [INFO] Routing pad 'SW32:1' at (300990000, 73660000) with pad 'SW50:1' at (305752500, 92710000) using coordinate system rotated by 0 degree(s)
13:32:55: [INFO] Adding track segment (F.Cu): [(300990000, 73660000), (300990000, 87947500)]
13:32:55: [INFO] Adding track segment (F.Cu): [(300990000, 87947500), (305752500, 92710000)]
13:32:55: [INFO] Routing COL11 pads
13:32:55: [INFO] Routing pad 'SW48:1' at (267652500, 92710000) with pad 'SW62:1' at (258127500, 111760000) using coordinate system rotated by 0 degree(s)
13:32:55: [INFO] Adding track segment (F.Cu): [(267652500, 92710000), (267652500, 102235000)]
13:32:55: [INFO] Adding track segment (F.Cu): [(267652500, 102235000), (258127500, 111760000)]
13:32:55: [INFO] Routing pad 'SW12:1' at (253365000, 54610000) with pad 'SW30:1' at (262890000, 73660000) using coordinate system rotated by 0 degree(s)
13:32:55: [INFO] Adding track segment (F.Cu): [(253365000, 54610000), (253365000, 64135000)]
13:32:55: [INFO] Adding track segment (F.Cu): [(253365000, 64135000), (262890000, 73660000)]
13:32:55: [INFO] Routing pad 'SW30:1' at (262890000, 73660000) with pad 'SW48:1' at (267652500, 92710000) using coordinate system rotated by 0 degree(s)
13:32:55: [INFO] Adding track segment (F.Cu): [(262890000, 73660000), (262890000, 87947500)]
13:32:55: [INFO] Adding track segment (F.Cu): [(262890000, 87947500), (267652500, 92710000)]
13:32:55: [INFO] Routing COL3 pads
13:32:55: [INFO] Routing pad 'SW40:1' at (115252500, 92710000) with pad 'SW70:1' at (108108750, 130810000) using coordinate system rotated by 0 degree(s)
13:32:55: [INFO] Adding track segment (F.Cu): [(115252500, 92710000), (115252500, 123666250)]
13:32:55: [INFO] Adding track segment (F.Cu): [(115252500, 123666250), (108108750, 130810000)]
13:32:55: [INFO] Routing pad 'SW4:1' at (100965000, 54610000) with pad 'SW22:1' at (110490000, 73660000) using coordinate system rotated by 0 degree(s)
13:32:56: [INFO] Adding track segment (F.Cu): [(100965000, 54610000), (100965000, 64135000)]
13:32:56: [INFO] Adding track segment (F.Cu): [(100965000, 64135000), (110490000, 73660000)]
13:32:56: [INFO] Routing pad 'SW22:1' at (110490000, 73660000) with pad 'SW40:1' at (115252500, 92710000) using coordinate system rotated by 0 degree(s)
13:32:56: [INFO] Adding track segment (F.Cu): [(110490000, 73660000), (110490000, 87947500)]
13:32:56: [INFO] Adding track segment (F.Cu): [(110490000, 87947500), (115252500, 92710000)]
13:32:56: [INFO] Routing COL16 pads
13:32:56: [INFO] Routing pad 'SW17:1' at (377190000, 54610000) with pad 'SW35:1' at (377190000, 73660000) using coordinate system rotated by 0 degree(s)
13:32:56: [INFO] Adding track segment (F.Cu): [(377190000, 54610000), (377190000, 73660000)]
13:32:56: [INFO] Routing pad 'SW35:1' at (377190000, 73660000) with pad 'SW66:1' at (377190000, 111760000) using coordinate system rotated by 0 degree(s)
13:32:56: [INFO] Adding track segment (F.Cu): [(377190000, 73660000), (377190000, 111760000)]
13:32:56: [INFO] Routing pad 'SW66:1' at (377190000, 111760000) with pad 'SW77:1' at (377190000, 130810000) using coordinate system rotated by 0 degree(s)
13:32:56: [INFO] Adding track segment (F.Cu): [(377190000, 111760000), (377190000, 130810000)]
13:32:56: [INFO] Routing COL6 pads
13:32:56: [INFO] Routing pad 'SW43:1' at (172402500, 92710000) with pad 'SW57:1' at (162877500, 111760000) using coordinate system rotated by 0 degree(s)
13:32:56: [INFO] Adding track segment (F.Cu): [(172402500, 92710000), (172402500, 102235000)]
13:32:56: [INFO] Adding track segment (F.Cu): [(172402500, 102235000), (162877500, 111760000)]
13:32:56: [INFO] Routing pad 'SW7:1' at (158115000, 54610000) with pad 'SW25:1' at (167640000, 73660000) using coordinate system rotated by 0 degree(s)
13:32:56: [INFO] Adding track segment (F.Cu): [(158115000, 54610000), (158115000, 64135000)]
13:32:56: [INFO] Adding track segment (F.Cu): [(158115000, 64135000), (167640000, 73660000)]
13:32:56: [INFO] Routing pad 'SW25:1' at (167640000, 73660000) with pad 'SW43:1' at (172402500, 92710000) using coordinate system rotated by 0 degree(s)
13:32:56: [INFO] Adding track segment (F.Cu): [(167640000, 73660000), (167640000, 87947500)]
13:32:56: [INFO] Adding track segment (F.Cu): [(167640000, 87947500), (172402500, 92710000)]
13:32:56: [INFO] Routing COL1 pads
13:32:56: [INFO] Routing pad 'SW2:1' at (53340000, 54610000) with pad 'SW20:1' at (53340000, 73660000) using coordinate system rotated by 0 degree(s)
13:32:56: [INFO] Adding track segment (F.Cu): [(53340000, 54610000), (53340000, 73660000)]
13:32:56: [INFO] Routing pad 'SW20:1' at (53340000, 73660000) with pad 'SW38:1' at (53340000, 92710000) using coordinate system rotated by 0 degree(s)
13:32:56: [INFO] Adding track segment (F.Cu): [(53340000, 73660000), (53340000, 92710000)]
13:32:56: [INFO] Routing pad 'SW38:1' at (53340000, 92710000) with pad 'SW53:1' at (53340000, 111760000) using coordinate system rotated by 0 degree(s)
13:32:56: [INFO] Adding track segment (F.Cu): [(53340000, 92710000), (53340000, 111760000)]
13:32:56: [INFO] Routing pad 'SW53:1' at (53340000, 111760000) with pad 'SW68:1' at (53340000, 130810000) using coordinate system rotated by 0 degree(s)
13:32:56: [INFO] Adding track segment (F.Cu): [(53340000, 111760000), (53340000, 130810000)]
13:32:56: [INFO] Routing COL7 pads
13:32:56: [INFO] Routing pad 'SW44:1' at (191452500, 92710000) with pad 'SW58:1' at (181927500, 111760000) using coordinate system rotated by 0 degree(s)
13:32:56: [INFO] Adding track segment (F.Cu): [(191452500, 92710000), (191452500, 102235000)]
13:32:56: [INFO] Adding track segment (F.Cu): [(191452500, 102235000), (181927500, 111760000)]
13:32:56: [INFO] Routing pad 'SW8:1' at (177165000, 54610000) with pad 'SW26:1' at (186690000, 73660000) using coordinate system rotated by 0 degree(s)
13:32:56: [INFO] Adding track segment (F.Cu): [(177165000, 54610000), (177165000, 64135000)]
13:32:56: [INFO] Adding track segment (F.Cu): [(177165000, 64135000), (186690000, 73660000)]
13:32:56: [INFO] Routing pad 'SW26:1' at (186690000, 73660000) with pad 'SW44:1' at (191452500, 92710000) using coordinate system rotated by 0 degree(s)
13:32:56: [INFO] Adding track segment (F.Cu): [(186690000, 73660000), (186690000, 87947500)]
13:32:56: [INFO] Adding track segment (F.Cu): [(186690000, 87947500), (191452500, 92710000)]
13:32:56: [INFO] Routing ROW1 pads
13:32:56: [INFO] Routing pad 'D19:1' at (43180000, 81600000) with pad 'D20:1' at (62230000, 81600000) using coordinate system rotated by 0 degree(s)
13:32:56: [INFO] Adding track segment (B.Cu): [(43180000, 81600000), (62230000, 81600000)]
13:32:56: [INFO] Routing pad 'D20:1' at (62230000, 81600000) with pad 'D21:1' at (95567500, 81600000) using coordinate system rotated by 0 degree(s)
13:32:56: [INFO] Adding track segment (B.Cu): [(62230000, 81600000), (95567500, 81600000)]
13:32:56: [INFO] Routing pad 'D21:1' at (95567500, 81600000) with pad 'D22:1' at (119380000, 81600000) using coordinate system rotated by 0 degree(s)
13:32:56: [INFO] Adding track segment (B.Cu): [(95567500, 81600000), (119380000, 81600000)]
13:32:56: [INFO] Routing pad 'D22:1' at (119380000, 81600000) with pad 'D23:1' at (138430000, 81600000) using coordinate system rotated by 0 degree(s)
13:32:56: [INFO] Adding track segment (B.Cu): [(119380000, 81600000), (138430000, 81600000)]
13:32:56: [INFO] Routing pad 'D23:1' at (138430000, 81600000) with pad 'D24:1' at (157480000, 81600000) using coordinate system rotated by 0 degree(s)
13:32:56: [INFO] Adding track segment (B.Cu): [(138430000, 81600000), (157480000, 81600000)]
13:32:56: [INFO] Routing pad 'D24:1' at (157480000, 81600000) with pad 'D25:1' at (176530000, 81600000) using coordinate system rotated by 0 degree(s)
13:32:56: [INFO] Adding track segment (B.Cu): [(157480000, 81600000), (176530000, 81600000)]
13:32:56: [INFO] Routing pad 'D25:1' at (176530000, 81600000) with pad 'D26:1' at (195580000, 81600000) using coordinate system rotated by 0 degree(s)
13:32:56: [INFO] Adding track segment (B.Cu): [(176530000, 81600000), (195580000, 81600000)]
13:32:56: [INFO] Routing pad 'D26:1' at (195580000, 81600000) with pad 'D27:1' at (214630000, 81600000) using coordinate system rotated by 0 degree(s)
13:32:56: [INFO] Adding track segment (B.Cu): [(195580000, 81600000), (214630000, 81600000)]
13:32:56: [INFO] Routing pad 'D27:1' at (214630000, 81600000) with pad 'D28:1' at (233680000, 81600000) using coordinate system rotated by 0 degree(s)
13:32:56: [INFO] Adding track segment (B.Cu): [(214630000, 81600000), (233680000, 81600000)]
13:32:56: [INFO] Routing pad 'D28:1' at (233680000, 81600000) with pad 'D29:1' at (252730000, 81600000) using coordinate system rotated by 0 degree(s)
13:32:56: [INFO] Adding track segment (B.Cu): [(233680000, 81600000), (252730000, 81600000)]
13:32:56: [INFO] Routing pad 'D29:1' at (252730000, 81600000) with pad 'D30:1' at (271780000, 81600000) using coordinate system rotated by 0 degree(s)
13:32:56: [INFO] Adding track segment (B.Cu): [(252730000, 81600000), (271780000, 81600000)]
13:32:56: [INFO] Routing pad 'D30:1' at (271780000, 81600000) with pad 'D31:1' at (290830000, 81600000) using coordinate system rotated by 0 degree(s)
13:32:56: [INFO] Adding track segment (B.Cu): [(271780000, 81600000), (290830000, 81600000)]
13:32:56: [INFO] Routing pad 'D31:1' at (290830000, 81600000) with pad 'D32:1' at (309880000, 81600000) using coordinate system rotated by 0 degree(s)
13:32:56: [INFO] Adding track segment (B.Cu): [(290830000, 81600000), (309880000, 81600000)]
13:32:56: [INFO] Routing pad 'D32:1' at (309880000, 81600000) with pad 'D33:1' at (328930000, 81600000) using coordinate system rotated by 0 degree(s)
13:32:56: [INFO] Adding track segment (B.Cu): [(309880000, 81600000), (328930000, 81600000)]
13:32:56: [INFO] Routing pad 'D33:1' at (328930000, 81600000) with pad 'D34:1' at (352742500, 81600000) using coordinate system rotated by 0 degree(s)
13:32:56: [INFO] Adding track segment (B.Cu): [(328930000, 81600000), (352742500, 81600000)]
13:32:56: [INFO] Routing pad 'D34:1' at (352742500, 81600000) with pad 'D35:1' at (386080000, 81600000) using coordinate system rotated by 0 degree(s)
13:32:56: [INFO] Adding track segment (B.Cu): [(352742500, 81600000), (386080000, 81600000)]
13:32:56: [INFO] Routing pad 'D35:1' at (386080000, 81600000) with pad 'D36:1' at (405130000, 81600000) using coordinate system rotated by 0 degree(s)
13:32:56: [INFO] Adding track segment (B.Cu): [(386080000, 81600000), (405130000, 81600000)]
13:32:56: [INFO] Routing ROW4 pads
13:32:56: [INFO] Routing pad 'D67:1' at (43180000, 138750000) with pad 'D68:1' at (62230000, 138750000) using coordinate system rotated by 0 degree(s)
13:32:56: [INFO] Adding track segment (B.Cu): [(43180000, 138750000), (62230000, 138750000)]
13:32:56: [INFO] Routing pad 'D68:1' at (62230000, 138750000) with pad 'D69:1' at (93186250, 138750000) using coordinate system rotated by 0 degree(s)
13:32:56: [INFO] Adding track segment (B.Cu): [(62230000, 138750000), (93186250, 138750000)]
13:32:56: [INFO] Routing pad 'D69:1' at (93186250, 138750000) with pad 'D70:1' at (116998750, 138750000) using coordinate system rotated by 0 degree(s)
13:32:56: [INFO] Adding track segment (B.Cu): [(93186250, 138750000), (116998750, 138750000)]
13:32:56: [INFO] Routing pad 'D70:1' at (116998750, 138750000) with pad 'D71:1' at (140811250, 138750000) using coordinate system rotated by 0 degree(s)
13:32:56: [INFO] Adding track segment (B.Cu): [(116998750, 138750000), (140811250, 138750000)]
13:32:56: [INFO] Routing pad 'D71:1' at (140811250, 138750000) with pad 'D72:1' at (212248750, 138750000) using coordinate system rotated by 0 degree(s)
13:32:56: [INFO] Adding track segment (B.Cu): [(140811250, 138750000), (212248750, 138750000)]
13:32:56: [INFO] Routing pad 'D72:1' at (212248750, 138750000) with pad 'D73:1' at (283686250, 138750000) using coordinate system rotated by 0 degree(s)
13:32:56: [INFO] Adding track segment (B.Cu): [(212248750, 138750000), (283686250, 138750000)]
13:32:56: [INFO] Routing pad 'D73:1' at (283686250, 138750000) with pad 'D74:1' at (307498750, 138750000) using coordinate system rotated by 0 degree(s)
13:32:56: [INFO] Adding track segment (B.Cu): [(283686250, 138750000), (307498750, 138750000)]
13:32:56: [INFO] Routing pad 'D74:1' at (307498750, 138750000) with pad 'D75:1' at (331311250, 138750000) using coordinate system rotated by 0 degree(s)
13:32:56: [INFO] Adding track segment (B.Cu): [(307498750, 138750000), (331311250, 138750000)]
13:32:56: [INFO] Routing pad 'D75:1' at (331311250, 138750000) with pad 'D76:1' at (367030000, 138750000) using coordinate system rotated by 0 degree(s)
13:32:56: [INFO] Adding track segment (B.Cu): [(331311250, 138750000), (367030000, 138750000)]
13:32:56: [INFO] Routing pad 'D76:1' at (367030000, 138750000) with pad 'D77:1' at (386080000, 138750000) using coordinate system rotated by 0 degree(s)
13:32:56: [INFO] Adding track segment (B.Cu): [(367030000, 138750000), (386080000, 138750000)]
13:32:56: [INFO] Routing pad 'D77:1' at (386080000, 138750000) with pad 'D78:1' at (405130000, 138750000) using coordinate system rotated by 0 degree(s)
13:32:56: [INFO] Adding track segment (B.Cu): [(386080000, 138750000), (405130000, 138750000)]
13:32:56: [INFO] Routing COL14 pads
13:32:56: [INFO] Routing pad 'SW15:1' at (310515000, 54610000) with pad 'SW33:1' at (320040000, 73660000) using coordinate system rotated by 0 degree(s)
13:32:56: [INFO] Adding track segment (F.Cu): [(310515000, 54610000), (310515000, 64135000)]
13:32:56: [INFO] Adding track segment (F.Cu): [(310515000, 64135000), (320040000, 73660000)]
13:32:56: [INFO] Routing pad 'SW65:1' at (331946250, 111760000) with pad 'SW75:1' at (322421250, 130810000) using coordinate system rotated by 0 degree(s)
13:32:56: [INFO] Adding track segment (F.Cu): [(331946250, 111760000), (331946250, 121285000)]
13:32:56: [INFO] Adding track segment (F.Cu): [(331946250, 121285000), (322421250, 130810000)]
13:32:56: [INFO] Routing pad 'SW51:1' at (336708750, 92710000) with pad 'SW65:1' at (331946250, 111760000) using coordinate system rotated by 0 degree(s)
13:32:56: [INFO] Adding track segment (F.Cu): [(336708750, 92710000), (336708750, 106997500)]
13:32:56: [INFO] Adding track segment (F.Cu): [(336708750, 106997500), (331946250, 111760000)]
13:32:56: [INFO] Routing pad 'SW33:1' at (320040000, 73660000) with pad 'SW51:1' at (336708750, 92710000) using coordinate system rotated by 0 degree(s)
13:32:56: [INFO] Adding track segment (F.Cu): [(320040000, 73660000), (320040000, 76041250)]
13:32:56: [INFO] Adding track segment (F.Cu): [(320040000, 76041250), (336708750, 92710000)]
13:32:56: [INFO] Routing COL5 pads
13:32:56: [INFO] Routing pad 'SW42:1' at (153352500, 92710000) with pad 'SW56:1' at (143827500, 111760000) using coordinate system rotated by 0 degree(s)
13:32:56: [INFO] Adding track segment (F.Cu): [(153352500, 92710000), (153352500, 102235000)]
13:32:56: [INFO] Adding track segment (F.Cu): [(153352500, 102235000), (143827500, 111760000)]
13:32:56: [INFO] Routing pad 'SW6:1' at (139065000, 54610000) with pad 'SW24:1' at (148590000, 73660000) using coordinate system rotated by 0 degree(s)
13:32:56: [INFO] Adding track segment (F.Cu): [(139065000, 54610000), (139065000, 64135000)]
13:32:56: [INFO] Adding track segment (F.Cu): [(139065000, 64135000), (148590000, 73660000)]
13:32:56: [INFO] Routing pad 'SW24:1' at (148590000, 73660000) with pad 'SW42:1' at (153352500, 92710000) using coordinate system rotated by 0 degree(s)
13:32:56: [INFO] Adding track segment (F.Cu): [(148590000, 73660000), (148590000, 87947500)]
13:32:56: [INFO] Adding track segment (F.Cu): [(148590000, 87947500), (153352500, 92710000)]
13:32:56: [INFO] Routing COL8 pads
13:32:56: [INFO] Routing pad 'SW45:1' at (210502500, 92710000) with pad 'SW59:1' at (200977500, 111760000) using coordinate system rotated by 0 degree(s)
13:32:56: [INFO] Adding track segment (F.Cu): [(210502500, 92710000), (210502500, 102235000)]
13:32:56: [INFO] Adding track segment (F.Cu): [(210502500, 102235000), (200977500, 111760000)]
13:32:56: [INFO] Routing pad 'SW59:1' at (200977500, 111760000) with pad 'SW72:1' at (203358750, 130810000) using coordinate system rotated by 0 degree(s)
13:32:56: [INFO] Adding track segment (F.Cu): [(200977500, 111760000), (200977500, 128428750)]
13:32:56: [INFO] Adding track segment (F.Cu): [(200977500, 128428750), (203358750, 130810000)]
13:32:56: [INFO] Routing pad 'SW9:1' at (196215000, 54610000) with pad 'SW27:1' at (205740000, 73660000) using coordinate system rotated by 0 degree(s)
13:32:56: [INFO] Adding track segment (F.Cu): [(196215000, 54610000), (196215000, 64135000)]
13:32:56: [INFO] Adding track segment (F.Cu): [(196215000, 64135000), (205740000, 73660000)]
13:32:56: [INFO] Routing pad 'SW27:1' at (205740000, 73660000) with pad 'SW45:1' at (210502500, 92710000) using coordinate system rotated by 0 degree(s)
13:32:56: [INFO] Adding track segment (F.Cu): [(205740000, 73660000), (205740000, 87947500)]
13:32:56: [INFO] Adding track segment (F.Cu): [(205740000, 87947500), (210502500, 92710000)]
13:32:56: [INFO] Routing ROW0 pads
13:32:56: [INFO] Routing pad 'D1:1' at (43180000, 62550000) with pad 'D2:1' at (62230000, 62550000) using coordinate system rotated by 0 degree(s)
13:32:56: [INFO] Adding track segment (B.Cu): [(43180000, 62550000), (62230000, 62550000)]
13:32:56: [INFO] Routing pad 'D2:1' at (62230000, 62550000) with pad 'D3:1' at (90805000, 62550000) using coordinate system rotated by 0 degree(s)
13:32:56: [INFO] Adding track segment (B.Cu): [(62230000, 62550000), (90805000, 62550000)]
13:32:56: [INFO] Routing pad 'D3:1' at (90805000, 62550000) with pad 'D4:1' at (109855000, 62550000) using coordinate system rotated by 0 degree(s)
13:32:56: [INFO] Adding track segment (B.Cu): [(90805000, 62550000), (109855000, 62550000)]
13:32:56: [INFO] Routing pad 'D4:1' at (109855000, 62550000) with pad 'D5:1' at (128905000, 62550000) using coordinate system rotated by 0 degree(s)
13:32:56: [INFO] Adding track segment (B.Cu): [(109855000, 62550000), (128905000, 62550000)]
13:32:56: [INFO] Routing pad 'D5:1' at (128905000, 62550000) with pad 'D6:1' at (147955000, 62550000) using coordinate system rotated by 0 degree(s)
13:32:56: [INFO] Adding track segment (B.Cu): [(128905000, 62550000), (147955000, 62550000)]
13:32:56: [INFO] Routing pad 'D6:1' at (147955000, 62550000) with pad 'D7:1' at (167005000, 62550000) using coordinate system rotated by 0 degree(s)
13:32:56: [INFO] Adding track segment (B.Cu): [(147955000, 62550000), (167005000, 62550000)]
13:32:56: [INFO] Routing pad 'D7:1' at (167005000, 62550000) with pad 'D8:1' at (186055000, 62550000) using coordinate system rotated by 0 degree(s)
13:32:56: [INFO] Adding track segment (B.Cu): [(167005000, 62550000), (186055000, 62550000)]
13:32:56: [INFO] Routing pad 'D8:1' at (186055000, 62550000) with pad 'D9:1' at (205105000, 62550000) using coordinate system rotated by 0 degree(s)
13:32:56: [INFO] Adding track segment (B.Cu): [(186055000, 62550000), (205105000, 62550000)]
13:32:56: [INFO] Routing pad 'D9:1' at (205105000, 62550000) with pad 'D10:1' at (224155000, 62550000) using coordinate system rotated by 0 degree(s)
13:32:56: [INFO] Adding track segment (B.Cu): [(205105000, 62550000), (224155000, 62550000)]
13:32:56: [INFO] Routing pad 'D10:1' at (224155000, 62550000) with pad 'D11:1' at (243205000, 62550000) using coordinate system rotated by 0 degree(s)
13:32:56: [INFO] Adding track segment (B.Cu): [(224155000, 62550000), (243205000, 62550000)]
13:32:56: [INFO] Routing pad 'D11:1' at (243205000, 62550000) with pad 'D12:1' at (262255000, 62550000) using coordinate system rotated by 0 degree(s)
13:32:56: [INFO] Adding track segment (B.Cu): [(243205000, 62550000), (262255000, 62550000)]
13:32:56: [INFO] Routing pad 'D12:1' at (262255000, 62550000) with pad 'D13:1' at (281305000, 62550000) using coordinate system rotated by 0 degree(s)
13:32:56: [INFO] Adding track segment (B.Cu): [(262255000, 62550000), (281305000, 62550000)]
13:32:56: [INFO] Routing pad 'D13:1' at (281305000, 62550000) with pad 'D14:1' at (300355000, 62550000) using coordinate system rotated by 0 degree(s)
13:32:56: [INFO] Adding track segment (B.Cu): [(281305000, 62550000), (300355000, 62550000)]
13:32:56: [INFO] Routing pad 'D14:1' at (300355000, 62550000) with pad 'D15:1' at (319405000, 62550000) using coordinate system rotated by 0 degree(s)
13:32:56: [INFO] Adding track segment (B.Cu): [(300355000, 62550000), (319405000, 62550000)]
13:32:56: [INFO] Routing pad 'D15:1' at (319405000, 62550000) with pad 'D16:1' at (347980000, 62550000) using coordinate system rotated by 0 degree(s)
13:32:56: [INFO] Adding track segment (B.Cu): [(319405000, 62550000), (347980000, 62550000)]
13:32:56: [INFO] Routing pad 'D16:1' at (347980000, 62550000) with pad 'D17:1' at (386080000, 62550000) using coordinate system rotated by 0 degree(s)
13:32:56: [INFO] Adding track segment (B.Cu): [(347980000, 62550000), (386080000, 62550000)]
13:32:56: [INFO] Routing pad 'D17:1' at (386080000, 62550000) with pad 'D18:1' at (405130000, 62550000) using coordinate system rotated by 0 degree(s)
13:32:56: [INFO] Adding track segment (B.Cu): [(386080000, 62550000), (405130000, 62550000)]
13:32:56: [INFO] Routing COL9 pads
13:32:56: [INFO] Routing pad 'SW46:1' at (229552500, 92710000) with pad 'SW60:1' at (220027500, 111760000) using coordinate system rotated by 0 degree(s)
13:32:56: [INFO] Adding track segment (F.Cu): [(229552500, 92710000), (229552500, 102235000)]
13:32:56: [INFO] Adding track segment (F.Cu): [(229552500, 102235000), (220027500, 111760000)]
13:32:56: [INFO] Routing pad 'SW10:1' at (215265000, 54610000) with pad 'SW28:1' at (224790000, 73660000) using coordinate system rotated by 0 degree(s)
13:32:56: [INFO] Adding track segment (F.Cu): [(215265000, 54610000), (215265000, 64135000)]
13:32:56: [INFO] Adding track segment (F.Cu): [(215265000, 64135000), (224790000, 73660000)]
13:32:57: [INFO] Routing pad 'SW28:1' at (224790000, 73660000) with pad 'SW46:1' at (229552500, 92710000) using coordinate system rotated by 0 degree(s)
13:32:57: [INFO] Adding track segment (F.Cu): [(224790000, 73660000), (224790000, 87947500)]
13:32:57: [INFO] Adding track segment (F.Cu): [(224790000, 87947500), (229552500, 92710000)]
13:32:57: [INFO] Routing COL12 pads
13:32:57: [INFO] Routing pad 'SW63:1' at (277177500, 111760000) with pad 'SW73:1' at (274796250, 130810000) using coordinate system rotated by 0 degree(s)
13:32:57: [INFO] Adding track segment (F.Cu): [(277177500, 111760000), (277177500, 128428750)]
13:32:57: [INFO] Adding track segment (F.Cu): [(277177500, 128428750), (274796250, 130810000)]
13:32:57: [INFO] Routing pad 'SW49:1' at (286702500, 92710000) with pad 'SW63:1' at (277177500, 111760000) using coordinate system rotated by 0 degree(s)
13:32:57: [INFO] Adding track segment (F.Cu): [(286702500, 92710000), (286702500, 102235000)]
13:32:57: [INFO] Adding track segment (F.Cu): [(286702500, 102235000), (277177500, 111760000)]
13:32:57: [INFO] Routing pad 'SW13:1' at (272415000, 54610000) with pad 'SW31:1' at (281940000, 73660000) using coordinate system rotated by 0 degree(s)
13:32:57: [INFO] Adding track segment (F.Cu): [(272415000, 54610000), (272415000, 64135000)]
13:32:57: [INFO] Adding track segment (F.Cu): [(272415000, 64135000), (281940000, 73660000)]
13:32:57: [INFO] Routing pad 'SW31:1' at (281940000, 73660000) with pad 'SW49:1' at (286702500, 92710000) using coordinate system rotated by 0 degree(s)
13:32:57: [INFO] Adding track segment (F.Cu): [(281940000, 73660000), (281940000, 87947500)]
13:32:57: [INFO] Adding track segment (F.Cu): [(281940000, 87947500), (286702500, 92710000)]
13:32:57: [INFO] Routing COL0 pads
13:32:57: [INFO] Routing pad 'SW1:1' at (34290000, 54610000) with pad 'SW19:1' at (34290000, 73660000) using coordinate system rotated by 0 degree(s)
13:32:57: [INFO] Adding track segment (F.Cu): [(34290000, 54610000), (34290000, 73660000)]
13:32:57: [INFO] Routing pad 'SW19:1' at (34290000, 73660000) with pad 'SW37:1' at (34290000, 92710000) using coordinate system rotated by 0 degree(s)
13:32:57: [INFO] Adding track segment (F.Cu): [(34290000, 73660000), (34290000, 92710000)]
13:32:57: [INFO] Routing pad 'SW37:1' at (34290000, 92710000) with pad 'SW52:1' at (34290000, 111760000) using coordinate system rotated by 0 degree(s)
13:32:57: [INFO] Adding track segment (F.Cu): [(34290000, 92710000), (34290000, 111760000)]
